game,release_date,price,metascore,owners,avg_playtime,median_playtime,developers,publishers,trending
One Last Chance,2016-04-07,3.99,NA,"20,000 .. 50,000",0,0,Last Lotus,Last Lotus,NA
MXGP2 - The Official Motocross Videogame,2016-04-07,19.99,NA,"20,000 .. 50,000",0,0,Milestone S.r.l.,Milestone S.r.l.,NA
NO THING,2016-04-07,3.99,NA,"20,000 .. 50,000",0,0,Evil Indie Games,Evil Indie Games,NA
Trench Run,2016-04-07,3.99,NA,"20,000 .. 50,000",0,0,Transhuman Design,Transhuman Design,NA
Tibetan Quest: Beyond the World's End,2016-04-07,9.99,NA,"20,000 .. 50,000",0,0,Brave Giant LTD,Artifex Mundi,NA
Slime Jumper,2016-04-07,4.99,NA,"0 .. 20,000",0,0,Geomertex,Geomertex,NA
A Blind Legend,2016-04-07,6.99,NA,"0 .. 20,000",0,0,Dowino,Plug In Digital,NA
Secret of the Pendulum,2016-04-07,7.99,NA,"0 .. 20,000",0,0,GamesCafe,GamesCafe,NA
Axes and Acres,2016-04-07,9.99,NA,"0 .. 20,000",0,0,BrainGoodGames,BrainGoodGames,NA
The Fifth Expedition,2016-04-07,9.99,NA,"0 .. 20,000",0,0,Snapjaw Games GmbH,Snapjaw Games GmbH,NA
Flat Kingdom Paper's Cut Edition,2016-04-07,7.99,NA,"0 .. 20,000",0,0,Fat Panda Games,Games Starter,NA
Atriage,2016-04-07,9.99,NA,"0 .. 20,000",0,0,Batu Games LLC,Batu Games LLC,NA
Outrage,2016-04-06,3.99,NA,"50,000 .. 100,000",0,0,Astronomic Games,New Reality Games,NA
Odd||Even,2016-04-06,0.99,NA,"20,000 .. 50,000",0,0,irritatingFLY studio,irritatingFLY studio,NA
Kill to Collect,2016-04-06,9.99,57,"0 .. 20,000",0,0,Pieces Interactive,"HandyGames, Pieces Interactive",NA
Kiya,2016-04-06,0,NA,"0 .. 20,000",0,0,Emblematic Group,Emblematic Group,NA
Amaranthine,2016-04-06,2.99,NA,"0 .. 20,000",0,0,Roman Kozhukhov,Roman Kozhukhov,NA
Campus Notes - forget me not.,2016-04-06,11.99,NA,"0 .. 20,000",0,0,4th cluster,Dogenzaka Lab,NA
"Destiny's Princess: A War Story, A Love Story",2016-04-06,15.99,NA,"0 .. 20,000",0,0,Dogenzaka Lab,Dogenzaka Lab,NA
Little Walker,2016-04-06,3.99,NA,"0 .. 20,000",0,0,Blake Fix,Blake Fix,NA
Enter the Gungeon,2016-04-05,14.99,84,"2,000,000 .. 5,000,000",668,664,Dodge Roll,Devolver Digital,NA
The Lab,2016-04-05,0,NA,"1,000,000 .. 2,000,000",0,0,Valve,Valve,NA
Job Simulator,2016-04-05,19.99,68,"200,000 .. 500,000",0,0,Owlchemy Labs,Owlchemy Labs,NA
Surgeon Simulator VR: Meet The Medic,2016-04-05,0,NA,"200,000 .. 500,000",0,0,Bossa Studios,Bossa Studios,NA
theBlu,2016-04-05,9.99,NA,"200,000 .. 500,000",0,0,"Wevr, Inc.","Wevr, Inc.",NA
A grande bagunça espacial - The big space mess,2016-04-05,0.99,NA,"200,000 .. 500,000",0,0,RMAL,SouKing,NA
Realities,2016-04-05,0,NA,"200,000 .. 500,000",0,0,realities.io,realities.io,NA
IKEA VR Experience,2016-04-05,0,NA,"200,000 .. 500,000",0,0,IKEA Communications AB,IKEA Communications AB,NA
Tilt Brush,2016-04-05,19.99,NA,"200,000 .. 500,000",0,0,Google,Google,NA
Age of Conquest IV,2016-04-05,0,NA,"200,000 .. 500,000",0,0,Noble Master LLC,Noble Master LLC,NA
"Hot Dogs, Horseshoes & Hand Grenades",2016-04-05,19.99,NA,"200,000 .. 500,000",13,8,RUST LTD.,RUST LTD.,NA
The Cubicle.,2016-04-05,0,NA,"100,000 .. 200,000",0,0,"Roel van Beek, Jurgen Hoogeboom, Joppe de Graaf, Jesper van den Ende",Pelican Party Studios,NA
Irrational Exuberance: Prologue,2016-04-05,NA,NA,"100,000 .. 200,000",0,0,Buffalo Vision,Buffalo Vision,NA
Audioshield,2016-04-05,19.99,NA,"100,000 .. 200,000",0,0,Dylan Fitterer,Dylan Fitterer,NA
Hover Junkers,2016-04-05,19.99,80,"50,000 .. 100,000",0,0,Stress Level Zero,Stress Level Zero,NA
The Gallery - Episode 1: Call of the Starseed,2016-04-05,19.99,79,"50,000 .. 100,000",0,0,Cloudhead Games ltd.,Cloudhead Games ltd.,NA
Project Starship,2016-04-05,0.99,NA,"50,000 .. 100,000",0,0,Panda Indie Studio,Panda Indie Studio,NA
The FOO Show featuring Will Smith,2016-04-05,0,NA,"50,000 .. 100,000",0,0,"FOO VR, Inc.","FOO VR, Inc.",NA
Domino Sky,2016-04-05,3.99,NA,"50,000 .. 100,000",0,0,Russpuppy,Russpuppy,NA
Skeet: VR Target Shooting,2016-04-05,0,NA,"50,000 .. 100,000",0,0,Flatbox Studios,Flatbox Studios LLC,NA
Windlands,2016-04-05,19.99,NA,"50,000 .. 100,000",0,0,Psytec Games Ltd,Psytec Games Ltd,NA
Good Robot,2016-04-05,8.99,67,"20,000 .. 50,000",0,0,Pyrodactyl,Pyrodactyl,NA
Jaunt VR - Experience Cinematic Virtual Reality,2016-04-05,0,NA,"20,000 .. 50,000",0,0,Jaunt Inc.,Jaunt Inc.,NA
A-10 VR,2016-04-05,4.99,NA,"20,000 .. 50,000",0,0,Futuretown,Futuretown,NA
Fantastic Contraption,2016-04-05,19.99,NA,"20,000 .. 50,000",0,0,"Northway Games, Radial Games Corp",Northway Games,NA
Cloudlands : VR Minigolf,2016-04-05,19.99,NA,"20,000 .. 50,000",0,0,Futuretown,Futuretown,NA
A Chair in a Room : Greenwater,2016-04-05,24.99,NA,"20,000 .. 50,000",0,0,Wolf & Wood Interactive Ltd,Wolf & Wood Interactive Ltd,NA
Adventure Time: Magic Man's Head Games,2016-04-05,4.99,NA,"20,000 .. 50,000",0,0,Turbo Button,Cartoon Network,NA
Atlas Reactor VR Character Viewer,2016-04-05,NA,NA,"20,000 .. 50,000",0,0,Trion Worlds,Trion Worlds,NA
The Rose and I,2016-04-05,0,NA,"20,000 .. 50,000",0,0,"Eugene Chung, Jimmy Maidens, Terry Kaleas",Penrose Studios,NA
Cursor Challenge,2016-04-05,0.99,NA,"0 .. 20,000",0,0,Insane Dreamers,Insane Dreamers,NA
Space Bit Attack,2016-04-05,4.99,NA,"0 .. 20,000",0,0,"Lucid Sight, Inc.","Lucid Sight, Inc.",NA
Atlantic Quest 2 - New Adventure -,2016-04-05,8.99,NA,"0 .. 20,000",0,0,NA,familyplay,NA
Hotel Blind,2016-04-05,1.99,NA,"0 .. 20,000",0,0,Serellan LLC,Serellan LLC,NA
Bowslinger,2016-04-05,4.99,NA,"0 .. 20,000",0,0,Pompaduo,Pompaduo,NA
XLR,2016-04-05,4.99,NA,"0 .. 20,000",0,0,"Metaware Limited, LLC","Metaware Limited, LLC",NA
Metaverse,2016-04-05,19.99,NA,"0 .. 20,000",0,0,"Metaware Limited, LLC","Metaware Limited, LLC",NA
Felt Tip Circus,2016-04-05,7.99,NA,"0 .. 20,000",0,0,Alpha Wave Entertainment,AAD Productions,NA
Diorama No.3 : The Marchland,2016-04-05,2.99,NA,"0 .. 20,000",0,0,The Shoebox Diorama (Daniel Ernst),The Shoebox Diorama,NA
Fallen Temple,2016-04-05,4.99,NA,"0 .. 20,000",0,0,Tyrone Hunt,Sickware Studios,NA
Sorcery! Part 3,2016-04-05,9.99,NA,"0 .. 20,000",0,0,inkle Ltd,inkle Ltd,NA
Holodance,2016-04-05,19.99,NA,"0 .. 20,000",0,0,narayana games UG,narayana games UG,NA
A Legend of Luca,2016-04-05,9.99,NA,"0 .. 20,000",0,0,Legend Studio,Legend Studio,NA
Carpe Lucem - Seize The Light VR,2016-04-05,14.99,NA,"0 .. 20,000",0,0,Hammer Labs,Application Systems Heidelberg,NA
Proton Pulse,2016-04-05,9.99,NA,"0 .. 20,000",0,0,"Justin Moravetz, Jake Kaufman",ZeroTransform,NA
Minigame Party VR,2016-04-05,0.99,NA,"0 .. 20,000",0,0,Scornz,Scornz,NA
Gumball Drift,2016-04-05,19.99,NA,"0 .. 20,000",0,0,Ghost Machine,Ghost Machine,NA
Gunslinger Trainer,2016-04-05,3.99,NA,"0 .. 20,000",0,0,Marcus Nichols,HyperPub,NA
Ruckus Ridge VR Party,2016-04-05,9.99,NA,"0 .. 20,000",0,0,Foreignvr,Foreignvr,NA
Babel: Tower to the Gods,2016-04-05,9.99,NA,"0 .. 20,000",0,0,Ruce,Ruce,NA
A Wizard's Lizard: Soul Thief,2016-04-05,9.99,NA,"0 .. 20,000",0,0,Lost Decade Games,Lost Decade Games,NA
Minigolf VR,2016-04-05,0.99,NA,"0 .. 20,000",0,0,Virtualex,Virtualex,NA
Capria: Magic of the Elements,2016-04-05,NA,NA,"0 .. 20,000",0,0,HORN & IVRY,HORN & IVRY,NA
Marble Mountain,2016-04-05,4.99,NA,"0 .. 20,000",0,0,Lightning Rock,Lightning Rock,NA
Light Repair Team #4,2016-04-05,4.99,NA,"0 .. 20,000",0,0,Eerie Bear Games,Eerie Bear Games,NA
Jeeboman,2016-04-05,9.99,NA,"0 .. 20,000",0,0,Futuretown,Futuretown,NA
DAMAGE CONTROL,2016-04-05,0.99,NA,"0 .. 20,000",0,0,Ross Edgar,Ross Edgar,NA
Gunjack,2016-04-05,4.99,NA,"0 .. 20,000",0,0,CCP,CCP,NA
Modbox,2016-04-05,14.99,NA,"0 .. 20,000",0,0,Alientrap,Alientrap,NA
Diorama No.1 : Blocked In,2016-04-05,0,NA,"0 .. 20,000",0,0,The Shoebox Diorama (Daniel Ernst),The Shoebox Diorama,NA
Beach Ball Valley,2016-04-05,2.99,NA,"0 .. 20,000",0,0,Paul Eckhardt,The Shoebox Diorama,NA
HunieCam Studio,2016-04-04,6.99,NA,"200,000 .. 500,000",0,0,HuniePot,HuniePot,NA
1979 Revolution: Black Friday,2016-04-04,5.99,80,"50,000 .. 100,000",0,0,"iNK Stories, N-Fusion Interactive",iNK Stories,NA
Abbot's Book Demo,2016-04-04,0,NA,"50,000 .. 100,000",0,0,"The Abbot's Book, LLC","Blackthorn Media, LLC",NA
Holopoint,2016-04-04,14.99,NA,"50,000 .. 100,000",0,0,"Alzan Studios, LLC","Alzan Studios, LLC",NA
Until I Have You,2016-04-04,13.99,69,"20,000 .. 50,000",0,0,Wormwood Studios,Digital Tribe,NA
SculptrVR,2016-04-04,9.99,NA,"20,000 .. 50,000",0,0,Nathan Rowe,SculptrVR,NA
Unseen Diplomacy,2016-04-04,2.99,NA,"20,000 .. 50,000",0,0,Triangular Pixels,Triangular Pixels,NA
Whirligig VR Media Player,2016-04-04,3.99,NA,"20,000 .. 50,000",0,0,Philip Day,Philip Day,NA
Green Game: TimeSwapper,2016-04-04,2.99,NA,"20,000 .. 50,000",0,0,iFun4all S.A.,iFun4all S.A.,NA
Final Approach,2016-04-04,14.99,NA,"20,000 .. 50,000",0,0,Phaser Lock Interactive,Phaser Lock Interactive,NA
Quar: Battle for Gate 18,2016-04-04,19.99,NA,"0 .. 20,000",0,0,Steel Wool Studios,HTC,NA
Nighttime Terror VR: Dessert Defender,2016-04-04,4.99,NA,"0 .. 20,000",0,0,Mark Schramm,Mark Schramm,NA
Spells 'n' Stuff,2016-04-04,NA,NA,"0 .. 20,000",0,0,"Luke Haney, Jim Cook",Luke Haney,NA
BLARP!,2016-04-04,2.99,NA,"0 .. 20,000",0,0,Isaac Cohen,Isaac Cohen,NA
Womb Room,2016-04-04,1.99,NA,"0 .. 20,000",0,0,Bearded Eye,Nightdive Studios,NA
RAM BOE,2016-04-04,1.99,NA,"0 .. 20,000",0,0,pointfiveteam,pointfiveteam,NA
Void 21,2016-04-04,4.99,NA,"0 .. 20,000",0,0,Taranasus Studio,Taranasus Studio,NA
Super Arcade Football,2016-04-04,9.99,NA,"0 .. 20,000",0,0,OutOfTheBit Ltd,OutOfTheBit Ltd,NA
Binaries,2016-04-04,9.99,NA,"0 .. 20,000",0,0,Ant Workshop Ltd,Ant Workshop Ltd,NA
VR Baseball,2016-04-04,8.98,NA,"0 .. 20,000",0,0,Rank17,Rank17,NA
"Forgotten, Not Lost - A Kinetic Novel",2016-04-02,1.99,NA,"20,000 .. 50,000",0,0,Afterthought Studios,Afterthought Studios,NA
Lup,2016-04-01,0.99,NA,"500,000 .. 1,000,000",0,0,Leo B,Back To Basics Gaming,NA
Stikbold! A Dodgeball Adventure,2016-04-01,9.99,NA,"50,000 .. 100,000",0,0,Game Swing,Curve Digital,NA
CHKN,2016-04-01,14.99,NA,"20,000 .. 50,000",0,0,Katapult,Katapult,NA
Adam's Venture: Origins,2016-04-01,17.99,NA,"20,000 .. 50,000",34,17,Vertigo Games,SOEDESCO Publishing,NA
Apollo 11 VR,2016-04-01,9.69,NA,"20,000 .. 50,000",0,0,Immersive VR Education Ltd.,Immersive VR Education Ltd.,NA
Take the Dream IX,2016-04-01,0,NA,"20,000 .. 50,000",0,0,Yai Gameworks,Yai Gameworks,NA
Origin Of Destiny: Crimson Awakening,2016-04-01,0,NA,"20,000 .. 50,000",0,0,CloudTheWolf Games,CloudTheWolf Games,NA
Elements II: Hearts of Light,2016-04-01,NA,NA,"20,000 .. 50,000",0,0,Soul Catapult,New Reality Games,NA
The Visitor,2016-04-01,0,NA,"20,000 .. 50,000",0,0,Stephen Long,Stephen Long,NA
The Minims,2016-04-01,9.99,73,"0 .. 20,000",0,0,beyondthosehills,beyondthosehills,NA
#SelfieTennis,2016-04-01,9.99,NA,"0 .. 20,000",0,0,VRUnicorns,Bandello,NA
The Fleets of Sol,2016-04-01,NA,NA,"0 .. 20,000",0,0,"Bit Planet Games, LLC","Bit Planet Games, LLC",NA
Rocket Shooter,2016-04-01,6.99,NA,"0 .. 20,000",0,0,VLLADGET,VLLADGET,NA
Spheria,2016-04-01,3.99,NA,"0 .. 20,000",0,0,Daydream Software,Bandello,NA
Avalon Lords: Dawn Rises,2016-04-20,0,NA,"0 .. 20,000",0,0,Animus Interactive Inc,Animus Interactive Inc,NA
XNemesis,2016-04-01,1.99,NA,"0 .. 20,000",0,0,XProd Games,XProd Games,NA
Last Heroes 3,2016-04-01,2.99,NA,"0 .. 20,000",0,0,Warfare Studios,Aldorlea Games,NA
Christmas Adventure: Candy Storm,2016-04-01,1.99,NA,"0 .. 20,000",0,0,Argali Entertainment,RunServer,NA
Hyper Light Drifter,2016-03-31,19.99,84,"500,000 .. 1,000,000",0,0,Heart Machine,Heart Machine,NA
AltspaceVR—The Social VR App,2016-03-31,0,NA,"200,000 .. 500,000",0,0,"AltspaceVR, Inc.","AltspaceVR, Inc.",NA
Virtual Desktop,2016-03-31,14.99,NA,"200,000 .. 500,000",0,0,Guy Godin,Guy Godin,NA
GUILTY GEAR 2 -OVERTURE-,2016-03-31,19.99,NA,"20,000 .. 50,000",0,0,Arc System Works,Arc System Works,NA
GEO Master,2016-03-31,2.99,NA,"0 .. 20,000",0,0,Anthony KOZAK,exoa,NA
a Family of Grave Diggers,2016-03-31,9.99,NA,"0 .. 20,000",0,0,Ludvig Larsson,Mindoki Games,NA
Scapeland,2016-03-31,3.99,NA,"0 .. 20,000",0,0,3100 games,3100 games,NA
Insane,2016-03-31,7.99,NA,"0 .. 20,000",0,0,VIS-Games,United Independent Entertainment GmbH,NA
Run Rabbit Run,2016-03-31,3.99,NA,"0 .. 20,000",0,0,FLAT12,Absolutist Ltd.,NA
Super Robot Jump Jump,2016-03-31,4.99,NA,"0 .. 20,000",0,0,Beyond Technical Inc.,Beyond Technical,NA
Rewind,2016-03-31,8.99,NA,"0 .. 20,000",0,0,Stubborn Horse Studios,Stubborn Horse Studios,NA
Trackday Manager,2016-03-31,NA,NA,"0 .. 20,000",0,0,Arctic Hazard Game Studio a/s,Arctic Hazard Game Studio a/s,NA
Rynn's Adventure: Trouble in the Enchanted Forest,2016-03-31,9.99,NA,"0 .. 20,000",0,0,Arcane Four Studios,Arcane Four Studios,NA
Silver Creek Falls - Chapter 3,2016-03-31,4.99,NA,"0 .. 20,000",0,0,Sapphire Dragon Productions,Sapphire Dragon Productions,NA
Blue Sheep,2016-03-31,1.99,NA,"0 .. 20,000",0,0,Noetic Games,Noetic Games,NA
Moustache Mountain,2016-03-31,1.99,NA,"0 .. 20,000",0,0,Nauris Amatnieks,Nauris Amatnieks,NA
Tokyo Babel,2016-03-31,34.99,NA,"0 .. 20,000",0,0,propeller,MangaGamer,NA
Soviet City,2016-03-31,11.99,NA,"0 .. 20,000",0,0,chickeninthecornstudio,chickeninthecornstudio,NA
Party Saboteurs: After Party,2016-03-31,9.99,NA,"0 .. 20,000",0,0,"The Glitch Factory, Seize Studios",The Glitch Factory,NA
ABRACA - Imagic Games,2016-03-31,14.99,NA,"0 .. 20,000",0,0,Ankama Studio,Ankama Games,NA
Epistory - Typing Chronicles,2016-03-30,14.99,74,"200,000 .. 500,000",0,0,Fishing Cactus,"Fishing Cactus, Plug In Digital",NA
Catch a Falling Star,2016-03-30,0.99,NA,"100,000 .. 200,000",0,0,Alister Software,Back To Basics Gaming,NA
Adorables,2016-03-30,2.99,NA,"100,000 .. 200,000",0,0,White Rabbit Games,White Rabbit Games,NA
Steno Arcade,2016-03-30,0,NA,"50,000 .. 100,000",0,0,For All To Play,For All To Play,NA
Leap of Fate,2016-03-30,15.99,80,"20,000 .. 50,000",0,0,Clever-Plays,Clever-Plays,NA
Magical Eyes - Red is for Anguish,2016-03-30,14.99,77,"0 .. 20,000",0,0,Pomera Studios,Fruitbat Factory,NA
The Inner Sea,2016-03-30,11.99,NA,"0 .. 20,000",0,0,dsquare,dsquare,NA
Demented,2016-03-30,NA,NA,"0 .. 20,000",0,0,VisualTech48,Intercido,NA
Crystal Rift,2016-03-30,9.99,NA,"0 .. 20,000",0,0,Psytec Games Ltd,Psytec Games Ltd,NA
[the Sequence],2016-03-30,1.99,NA,"0 .. 20,000",0,0,[OneManBand],[OneManBand],NA
The Last Door: Season 2 - Collector's Edition,2016-03-29,9.99,85,"50,000 .. 100,000",0,0,The Game Kitchen,Phoenix Online Publishing,NA
FORCED SHOWDOWN,2016-03-29,19.99,67,"50,000 .. 100,000",0,0,BetaDwarf,BetaDwarf,NA
Fire With Fire Tower Attack and Defense,2016-03-29,0,NA,"50,000 .. 100,000",0,0,Theory Georgiou,Theory Georgiou,NA
Draw Rider,2016-03-29,1.99,NA,"50,000 .. 100,000",0,0,17Studio,17Studio,NA
Tasty Planet: Back for Seconds,2016-03-29,5.99,NA,"20,000 .. 50,000",0,0,Dingo Games,Dingo Games,NA
Cube Land Arena,2016-03-29,0.49,NA,"20,000 .. 50,000",0,0,"Jaison Robson Gusava, SC Jogos",SC Jogos,NA
Angry Video Game Nerd II: ASSimilation,2016-03-29,9.99,NA,"20,000 .. 50,000",0,0,FreakZone Games,Screenwave Media,NA
To Ash,2016-03-29,1.99,NA,"20,000 .. 50,000",0,0,"16 Bit Psych, Kyle B",Self-Publish,NA
Tiltagon,2016-03-29,2.99,NA,"20,000 .. 50,000",0,0,Kiemura Ltd,Kiemura Ltd,NA
XenoShyft,2016-03-29,9.99,NA,"0 .. 20,000",0,0,Cool Mini or Not,Asmodee Digital,NA
Hypersensitive Bob,2016-03-29,4.99,NA,"0 .. 20,000",0,0,SIEIDI Ltd,SIEIDI Ltd,NA
Trial by Viking,2016-03-29,9.99,NA,"0 .. 20,000",0,0,Last Life Games,Last Life Games,NA
Fantasy Mosaics 14: Fourth Color,2016-03-29,6.99,NA,"0 .. 20,000",0,0,Andy Jurko,Andy Jurko,NA
Pandora`s room,2016-03-29,8.99,NA,"0 .. 20,000",0,0,SVGames,SVGames,NA
R.B.I. Baseball 16,2016-03-29,19.99,NA,"0 .. 20,000",0,0,MLB.com,MLB.com,NA
Terrarium Land,2016-03-29,9.99,NA,"0 .. 20,000",0,0,Layer games,Layer games,NA
Guns of Infinity,2016-03-29,4.99,NA,"0 .. 20,000",0,0,Hosted Games,Hosted Games,NA
Edgar,2016-03-29,4.99,NA,"0 .. 20,000",0,0,"Lucas Parise, Mind Flayer Studios","Lucas Parise, Mind Flayer Studios",NA
Tower Unite Dedicated Server,2016-03-29,NA,NA,"0 .. 20,000",0,0,NA,MLB.com,NA
Tree of Savior (English Ver.),2016-03-28,0,NA,"2,000,000 .. 5,000,000",176,58,"IMCGAMES Co.,Ltd.","IMCGAMES Co.,Ltd.",NA
One Thousand Lies,2016-03-28,0,NA,"100,000 .. 200,000",0,0,Keinart Lobre,Keinart Lobre,NA
ADR1FT,2016-03-28,19.99,64,"50,000 .. 100,000",0,0,THREE ONE ZERO,505 Games,NA
1993 Space Machine,2016-03-28,11.99,NA,"50,000 .. 100,000",0,0,"Exceed, Limit Break",Limit Break,NA
CrazyCars3D,2016-03-28,2.99,NA,"50,000 .. 100,000",0,0,Anea_Duo_Dev,Anea_Duo_Dev,NA
Space Drifters 2D,2016-03-28,0.99,NA,"20,000 .. 50,000",0,0,Matthew Coyle,Matthew Coyle,NA
Amigdala,2016-03-28,5.99,NA,"20,000 .. 50,000",0,0,GuidiGermano,GuidiGermano,NA
Dead Secret,2016-03-28,14.99,NA,"20,000 .. 50,000",0,0,Robot Invader,Robot Invader,NA
NightCry,2016-03-28,24.99,46,"0 .. 20,000",0,0,Nude Maker,PLAYISM,NA
Bazaar,2016-03-28,4.99,NA,"0 .. 20,000",0,0,Temple Gates Games,Temple Gates Games,NA
Radial-G : Racing Revolved,2016-03-28,9.99,NA,"0 .. 20,000",0,0,Tammeka Games,Tammeka Games,NA
Awakening: The Redleaf Forest Collector's Edition,2016-03-28,9.99,NA,"0 .. 20,000",0,0,Boomzap Entertainment,Big Fish Games,NA
Polyology,2016-03-28,0.99,NA,"0 .. 20,000",0,0,Gridlock Interactive,Gridlock Interactive,NA
Age of Fear 2: The Chaos Lord GOLD,2016-03-27,19.99,NA,"20,000 .. 50,000",0,0,Leslaw Sliwko,Age of Fear,NA
Graveyard Smash,2016-03-27,2.99,NA,"0 .. 20,000",0,0,Four Mans Games L.L.C.,Four Mans Games L.L.C.,NA
SAMOLIOTIK,2016-03-25,0.99,NA,"500,000 .. 1,000,000",0,0,NA,Seraphim Creations,NA
MachineCraft,2016-03-25,0,NA,"200,000 .. 500,000",0,0,G2CREW,G2CREW,NA
Lost girl`s [diary],2016-03-25,0,NA,"100,000 .. 200,000",0,0,SmoleVN,SmoleVN,NA
The Abbey of Crime Extensum,2016-03-25,0,NA,"50,000 .. 100,000",0,0,"Manuel Pazos, Daniel Celemín","Manuel Pazos, Daniel Celemín",NA
Villagers,2016-03-25,19.99,NA,"20,000 .. 50,000",0,0,bumblebee.,Avanquest Software Publishing Ltd,NA
Space Food Truck,2016-03-25,9.99,NA,"20,000 .. 50,000",0,0,One Man Left Studios,One Man Left Studios,NA
Zombies on a Plane,2016-03-25,4.99,NA,"20,000 .. 50,000",0,0,Shangri-La Game Studios Ltd,1C Entertainment,NA
Thorne - Death Merchants,2016-03-25,3.99,NA,"20,000 .. 50,000",0,0,Thorne Games,Aldorlea Games,NA
Nokori,2016-03-25,0.99,NA,"20,000 .. 50,000",0,0,Heartomics,Heartomics,NA
Of Carrots And Blood,2016-03-25,2.99,NA,"20,000 .. 50,000",0,0,Trite Games,Trite Games,NA
Forestry 2017 - The Simulation,2016-03-25,19.99,NA,"20,000 .. 50,000",0,0,"Joindots, SilentFuture",United Independent Entertainment GmbH,NA
Pertinence,2016-03-25,3.99,NA,"0 .. 20,000",0,0,Not Magic,Not Magic,NA
Mysterious Castle,2016-03-25,4.99,NA,"0 .. 20,000",0,0,OpenXcell Studio,OpenXcell Studio,NA
MiniGolf Mania,2016-03-25,0,NA,"0 .. 20,000",0,0,Road Turtle Games,Axis Games,NA
I Am Caligula,2016-03-25,0.99,NA,"0 .. 20,000",0,0,Seraphim Creations,Seraphim Creations,NA
At the Mountains of Madness,2016-03-25,19.99,NA,"0 .. 20,000",0,0,Team Clockworks,Team Clockworks,NA
Hush Hush - Unlimited Survival Horror,2016-03-25,1.99,NA,"0 .. 20,000",0,0,MediaAtlas,Libredia,NA
Lost Cosmonaut,2016-03-25,6.99,NA,"0 .. 20,000",0,0,Charlie Evans,Charlie Evans,NA
Sky To Fly: Faster Than Wind,2016-03-25,3.99,NA,"0 .. 20,000",0,0,AIVIK LLC,Absolutist Ltd.,NA
Spectrubes,2016-03-25,1.99,NA,"0 .. 20,000",0,0,The Light Sword Team,The Light Sword Team,NA
Princess Edge - Dragonstone,2016-03-25,7.99,NA,"0 .. 20,000",0,0,erobotan,erobotan,NA
Samorost 3,2016-03-24,19.99,80,"200,000 .. 500,000",0,0,Amanita Design,Amanita Design,NA
DreadOut: Keepers of The Dark,2016-03-24,6.99,NA,"200,000 .. 500,000",0,0,Digital Happiness,Digital Happiness,NA
Wolcen: Lords of Mayhem,2016-03-24,29.99,NA,"200,000 .. 500,000",0,0,WOLCEN Studio,WOLCEN Studio,NA
Holodrive,2016-03-24,0,NA,"200,000 .. 500,000",0,0,BitCake Studio,Versus Evil,NA
Slain: Back from Hell,2016-03-24,12.99,74,"100,000 .. 200,000",0,0,Steel Mantis,Digerati,NA
Slime & Friends,2016-03-24,0.99,NA,"100,000 .. 200,000",0,0,Heartomics,Heartomics,NA
Trackmania Turbo,2016-03-24,39.99,NA,"100,000 .. 200,000",0,0,Nadeo,Ubisoft,NA
Fibbage XL,2016-03-24,9.99,NA,"50,000 .. 100,000",0,0,"Jackbox Games, Inc.","Jackbox Games, Inc.",NA
LostWinds,2016-03-24,9.99,NA,"50,000 .. 100,000",0,0,Frontier Developments,Frontier Developments,NA
The Descendant,2016-03-24,14.99,59,"20,000 .. 50,000",66,22,Gaming Corps AB,"Microids Indie, Microids",NA
BattleStorm,2016-03-24,2.99,NA,"20,000 .. 50,000",0,0,Icy Studios,Icy Studios,NA
Lost Lands: The Golden Curse,2016-03-24,6.99,NA,"20,000 .. 50,000",0,0,FIVE-BN GAMES,FIVE-BN GAMES,NA
LostWinds 2: Winter of the Melodias,2016-03-24,9.99,NA,"20,000 .. 50,000",0,0,Frontier Developments,Frontier Developments,NA
Atari Vault,2016-03-24,9.99,NA,"20,000 .. 50,000",0,0,Code Mystics,Atari,NA
Paws: A Shelter 2 Game,2016-03-24,14.99,NA,"20,000 .. 50,000",0,0,Might and Delight,Might and Delight,NA
Jelly Killer,2016-03-24,3.99,NA,"20,000 .. 50,000",0,0,Immortal Game Studio,Immortal Game Studio,NA
PolyRace,2016-03-24,5.99,NA,"0 .. 20,000",0,0,BinaryDream,Plug In Digital,NA
The Lonesome Fog,2016-03-24,4.99,NA,"0 .. 20,000",0,0,Might and Delight,Might and Delight,NA
Tiny Guardians,2016-03-24,9.99,NA,"0 .. 20,000",0,0,Kurechii,Kurechii,NA
Benji Challenges,2016-03-24,7.99,NA,"0 .. 20,000",0,0,Tribeflame,Benji Bananas,NA
Hydra Slayer,2016-03-24,5.99,NA,"0 .. 20,000",0,0,Zeno Rogue,Zeno Rogue,NA
Escape: Close Call,2016-03-24,6.99,NA,"0 .. 20,000",0,0,Tarboosh Games,Tarboosh Games,NA
The Sea Will Claim Everything,2016-03-24,9.99,NA,"0 .. 20,000",0,0,Jonas Kyratzes,Jonas Kyratzes,NA
Bacteria,2016-03-23,0.99,NA,"500,000 .. 1,000,000",0,0,Sometimes You,Sometimes You,NA
NOBUNAGA'S AMBITION: Sphere of Influence - Ascension / 信長の野望･創造 戦国立志伝,2016-03-23,59.99,NA,"200,000 .. 500,000",0,0,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",NA
Airstrike HD,2016-03-23,1.99,NA,"200,000 .. 500,000",0,0,Fifth Dimension Company,Fifth Dimension Company,NA
